Issued,Paid,Status,Location,Ward,Ticket Destination,Restriction,Outstanding,Contravention
01/03/2021 11:35,£0.00,Post NtO,Simpson Street,Piccadilly,Affixed to vehicle,Restricted Parking,£70.00,1
01/03/2021 11:38,-£35.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Affixed to vehicle,GV Loading Bay,£0.00,23
01/03/2021 11:39,-£25.00,Pre-NtO Discount,Golf Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
01/03/2021 11:40,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 11:40,£0.00,Post CC,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 11:40,-£25.00,Pre-NtO Discount,St James`s Square,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/03/2021 11:42,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 11:42,£0.00,Cancelled,Golf Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
01/03/2021 11:44,-£25.00,Pre-NtO Discount,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/03/2021 11:45,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 11:47,-£35.00,Pre-NtO Discount,Surrey Street,H Blackley,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/03/2021 11:47,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/03/2021 11:48,-£25.00,Pre-NtO Discount,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,24
01/03/2021 11:48,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,82
01/03/2021 11:49,£0.00,Cancelled,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/03/2021 11:50,-£35.00,Pre-NtO Discount,Morris Street,Old Moat,Affixed to vehicle,No Waiting At Any Time,£0.00,27
01/03/2021 11:51,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 11:52,-£25.00,Pre-NtO Discount,Bloom Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/03/2021 11:53,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 11:53,£0.00,Pre-NtO Full Rate,Rainforth Street,Longsight,Postal-vehicle drive away,No Waiting,£0.00,1
01/03/2021 11:53,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 11:55,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
01/03/2021 11:56,-£25.00,Pre-NtO Discount,Kincardine Road,Ardwick,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/03/2021 11:57,-£35.00,Pre-NtO Discount,Hill Street,Old Moat,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/03/2021 11:58,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 11:58,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 11:59,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:00,-£25.00,Pre-NtO Discount,Golf Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
01/03/2021 12:00,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£60.00,34
01/03/2021 12:00,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,87
01/03/2021 12:04,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:04,-£25.00,Pre-NtO Discount,Carmoor Road,Ardwick,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/03/2021 12:04,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:05,-£35.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,No Waiting,£0.00,1
01/03/2021 12:06,-£25.00,Pre-NtO Discount,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/03/2021 12:06,£0.00,Pre-NtO Full Rate,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:07,-£25.00,Pre-NtO Discount,Faulkner Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/03/2021 12:07,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:09,-£25.00,Pre-NtO Discount,Golf Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
01/03/2021 12:11,£0.00,Post CC,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 12:12,£0.00,Pre-NtO Full Rate,St Mary`s Gate,Deansgate,Affixed to vehicle,GV Loading Bay,£70.00,23
01/03/2021 12:13,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:13,-£35.00,Pre-NtO Discount,Tib Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,23
01/03/2021 12:14,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:15,-£25.00,Pre-NtO Discount,Golf Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
01/03/2021 12:17,£0.00,Pre-NtO Full Rate,Delaunays Road (Crumpsall),Crumpsall,Affixed to vehicle,Restricted Area,£70.00,12
01/03/2021 12:18,-£35.00,Pre-NtO Discount,Cakebread Street,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
01/03/2021 12:20,£0.00,Cancelled,Nicholas Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/03/2021 12:21,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:21,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,82
01/03/2021 12:22,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:24,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/03/2021 12:26,-£35.00,Pre-NtO Discount,Henwood Road,Withington,Affixed to vehicle,Restricted Area,£0.00,1
01/03/2021 12:27,-£35.00,Pre-NtO Discount,Cheapside,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
01/03/2021 12:29,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
01/03/2021 12:29,£0.00,Cancelled,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:32,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:35,-£25.00,Pre-NtO Discount,Newton Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/03/2021 12:35,-£25.00,Pre-NtO Discount,Lloyd Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/03/2021 12:35,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/03/2021 12:36,-£30.00,Post NtO,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:37,£0.00,Cancelled,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
01/03/2021 12:37,-£25.00,Pre-NtO Discount,Dickinson Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/03/2021 12:37,£0.00,Post NtO,Longley Lane (Northernden),Northenden,Affixed to vehicle,No Waiting,£70.00,1
01/03/2021 12:38,£0.00,Post CC,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 12:39,£0.00,Cancelled,South King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/03/2021 12:40,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
01/03/2021 12:41,£0.00,Post CC,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 12:41,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:41,£0.00,Cancelled,Little Peter Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,11
01/03/2021 12:44,£0.00,Post CC,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 12:44,£0.00,Post NtO,Brown Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
01/03/2021 12:47,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:49,-£35.00,Pre-NtO Discount,DOVER STREET,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
01/03/2021 12:49,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:50,£0.00,Cancelled,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
01/03/2021 12:50,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:52,-£25.00,Pre-NtO Discount,Tariff Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/03/2021 12:55,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:55,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:55,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:57,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:57,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:58,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 12:58,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:00,-£50.00,Pre-NtO Discount,City Road East,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/03/2021 13:02,-£35.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Handed To Driver,No Waiting,£0.00,1
01/03/2021 13:04,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:07,£0.00,Post NtO,Kennedy Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£70.00,21
01/03/2021 13:07,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:08,-£35.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Waiting,£0.00,1
01/03/2021 13:08,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:10,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,82
01/03/2021 13:10,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:12,£0.00,Post NtO,City Road East,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
01/03/2021 13:14,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:15,£0.00,Post NtO,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/03/2021 13:16,£0.00,Post CC,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 13:17,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:18,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:18,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:18,-£25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,82
01/03/2021 13:19,£0.00,Post NtO,Aldborough Close,Old Moat,Affixed to vehicle,Parking Place,£70.00,12
01/03/2021 13:23,£0.00,Post CC,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 13:24,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:27,-£30.00,Post NtO,Rochdale Road (Lathbury Road to Queens Road),MP&NH,CCTV Issue,Restricted Area,£0.00,34
01/03/2021 13:29,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:33,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:33,£0.00,Post NtO,Gore Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/03/2021 13:35,£0.00,Cancelled,Richmond Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/03/2021 13:36,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/03/2021 13:40,-£25.00,Pre-NtO Discount,Chancery Lane,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/03/2021 13:41,£0.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/03/2021 13:46,£0.00,Post NtO,King Street West,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
01/03/2021 13:49,£0.00,Post NtO,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/03/2021 13:51,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:53,-£35.00,Pre-NtO Discount,Park Crescent,Rusholme,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
01/03/2021 13:53,-£35.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,87
01/03/2021 13:53,£0.00,Pre-NtO Full Rate,HULME STREET CAR PARK,Deansgate,Affixed to vehicle,Car Park,£50.00,73
01/03/2021 13:55,-£30.00,Post NtO,Rochdale Road (Gould Street to Bromley Street),MP&NH,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 13:57,-£25.00,Pre-NtO Discount,Archway (Hulme H4),HULME,Affixed to vehicle,Restricted Areas,£0.00,6
01/03/2021 13:58,-£25.00,Pre-NtO Discount,Phoenix Street,City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/03/2021 13:59,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:00,£0.00,Cancelled,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:00,£0.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/03/2021 14:01,-£140.00,Pre-NtO Discount,Marble Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/03/2021 14:02,£0.00,Post NtO,Thurloe Street,Rusholme,Postal-vehicle drive away,No Waiting At Any Time,£70.00,1
01/03/2021 14:03,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:03,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:04,£0.00,Post CC,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 14:04,-£25.00,Pre-NtO Discount,Lower Ormond Street (Hulme),Hulme,Affixed to vehicle,Limited Waiting,£0.00,30
01/03/2021 14:04,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:05,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,82
01/03/2021 14:07,£0.00,Post CC,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 14:07,-£35.00,Pre-NtO Discount,Dagenham Road,Rusholme,Affixed to vehicle,No Loading at Any Time,£0.00,2
01/03/2021 14:08,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:09,£0.00,Post CC,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 14:10,-£35.00,Pre-NtO Discount,Stamford Road (Longsight),Longsight,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
01/03/2021 14:10,-£25.00,Pre-NtO Discount,Jackson`s Row,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/03/2021 14:10,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/03/2021 14:11,-£25.00,Pre-NtO Discount,Lower Chatham Street (Hulme),Hulme,Affixed to vehicle,Limited Waiting,£0.00,30
01/03/2021 14:14,-£25.00,Pre-NtO Discount,Rusholme Place (Rusholme),Rusholme,Affixed to vehicle,Limited Waiting,£0.00,30
01/03/2021 14:15,-£30.00,Post NtO,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:16,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/03/2021 14:16,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:17,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
01/03/2021 14:20,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:20,-£35.00,Pre-NtO Discount,Greengage,Ardwick,Affixed to vehicle,Restricted Area,£0.00,40
01/03/2021 14:21,-£50.00,Post NtO,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/03/2021 14:21,-£25.00,Pre-NtO Discount,HIGHER ORMOND STREET,Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
01/03/2021 14:21,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
01/03/2021 14:24,-£35.00,Pre-NtO Discount,Banff Road,Rusholme,Affixed to vehicle,No Loading at Any Time,£0.00,2
01/03/2021 14:25,-£35.00,Pre-NtO Discount,Banff Road,Rusholme,Affixed to vehicle,No Loading at Any Time,£0.00,2
01/03/2021 14:25,-£25.00,Pre-NtO Discount,HIGHER ORMOND STREET,Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
01/03/2021 14:25,£0.00,Pre-NtO Full Rate,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:25,£0.00,Post NtO,Wilmslow Road (Rusholme),Rusholme,Postal-vehicle drive away,No Loading at Any Time,£70.00,2
01/03/2021 14:27,£0.00,Post NtO,CHINA TOWN CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/03/2021 14:28,£0.00,Post NtO,Lower Ormond Street (City Centre),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
01/03/2021 14:30,-£25.00,Pre-NtO Discount,Hilton Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/03/2021 14:30,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
01/03/2021 14:30,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,82
01/03/2021 14:30,£0.00,Pre-NtO Full Rate,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:32,-£30.00,Post NtO,Rochdale Road (Lathbury Road to Queens Road),MP&NH,CCTV Issue,Restricted Area,£0.00,34
01/03/2021 14:32,£0.00,Pre-NtO Full Rate,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:33,£0.00,Post NtO,Lockton Close,Ardwick,Affixed to vehicle,Limited Waiting,£50.00,30
01/03/2021 14:33,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
01/03/2021 14:36,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:37,£0.00,Post CC,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 14:38,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:41,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,82
01/03/2021 14:41,£0.00,Post CC,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£90.00,34
01/03/2021 14:41,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:42,£0.00,Post NtO,Stenner Lane (DidsburyEast),DidsburyEast,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/03/2021 14:43,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:43,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/03/2021 14:43,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
