Issued,Paid,Status,Location,Ward,Ticket Destination,Restriction,Outstanding,Contravention Code
04/04/2021 11:35,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 11:36,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 11:36,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 11:37,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 11:39,-£25.00,Pre-NtO Discount,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 11:40,£0.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 11:40,-£25.00,Pre-NtO Discount,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
04/04/2021 11:40,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 11:41,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 11:45,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 11:46,£70.00,Cancelled,Chapeltown Street,Piccadilly,Affixed to vehicle,Restricted Area,£70.00,25
04/04/2021 11:47,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
04/04/2021 11:50,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
04/04/2021 11:52,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
04/04/2021 11:52,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 11:53,-£35.00,Pre-NtO Discount,Chapeltown Street,Piccadilly,Affixed to vehicle,Restricted Area,£0.00,25
04/04/2021 11:54,-£25.00,Pre-NtO Discount,King Street West,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 11:56,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 11:57,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 11:59,£50.00,Cancelled,Lake Car Park,(None),Affixed to vehicle,Car Park,£50.00,83
04/04/2021 12:06,-£35.00,Pre-NtO Discount,Portsmouth Street,Hulme,Affixed to vehicle,No Waiting,£0.00,1
04/04/2021 12:06,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 12:06,£25.00,Cancelled,Hall Car Park,(None),Affixed to vehicle,Car Park,£25.00,83
04/04/2021 12:07,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 12:08,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 12:08,£0.00,Pre-NtO Full Rate,SHEFFIELD STREET CAR PARK,Piccadilly,Affixed to vehicle,Car Park,£50.00,73
04/04/2021 12:08,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,Car Park,£50.00,83
04/04/2021 12:12,£50.00,Cancelled,Lake Car Park,(None),Affixed to vehicle,Car Park,£50.00,83
04/04/2021 12:14,-£35.00,Pre-NtO Discount,Grafton Street (Ardwick),Ardwick,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
04/04/2021 12:18,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 12:18,-£25.00,Pre-NtO Discount,Hall Car Park,(None),Handed To Driver,Car Park,£0.00,83
04/04/2021 12:19,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 12:21,£0.00,Pre-NtO Full Rate,Wilbraham Road (Chorlton),Chorlton,Affixed to vehicle,Disabled Persons Parking Place,£70.00,40
04/04/2021 12:26,£25.00,Cancelled,Lake Car Park,(None),Affixed to vehicle,Car Park,£25.00,83
04/04/2021 12:28,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 12:30,£0.00,Pre-NtO Full Rate,Tariff Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting,£35.00,1
04/04/2021 12:30,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
04/04/2021 12:32,-£35.00,Pre-NtO Discount,Rice Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
04/04/2021 12:36,£0.00,Pre-NtO Full Rate,Rice Street,Deansgate,Affixed to vehicle,No Waiting,£70.00,1
04/04/2021 12:40,£0.00,Pre-NtO Full Rate,Charles Street,Deansgate,Affixed to vehicle,No Loading at Any Time,£70.00,2
04/04/2021 12:44,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 12:45,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 12:45,-£35.00,Pre-NtO Discount,Grafton Street (Ardwick),Ardwick,Affixed to vehicle,GV Loading Bay,£0.00,23
04/04/2021 12:52,-£50.00,Pre-NtO Full Rate,Hilton Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 12:53,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 12:55,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 12:57,-£30.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:01,-£25.00,Pre-NtO Discount,Collier Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 13:02,-£25.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 13:06,-£25.00,Pre-NtO Discount,St Margaret`s Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
04/04/2021 13:07,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:08,-£25.00,Pre-NtO Discount,Deansgate,Deansgate,Handed To Driver,Pay and Display Parking,£0.00,6
04/04/2021 13:10,£0.00,Pre-NtO Full Rate,St Margaret`s Car Park,(None),Affixed to vehicle,Car Park,£25.00,83
04/04/2021 13:12,-£30.00,Post NtO,Rochdale Road (Livesey Street to Thompson Street),Harpurhey,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:12,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:15,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:17,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:17,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:20,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 13:22,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:22,-£25.00,Pre-NtO Discount,King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 13:24,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:25,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:27,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:27,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 13:27,-£25.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEB),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 13:29,-£30.00,Post NtO,Rochdale Road (Lathbury Road to Queens Road),MP&NH,CCTV Issue,Restricted Area,£0.00,34
04/04/2021 13:35,£0.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 13:43,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 13:54,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 14:01,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:04,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 14:04,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:06,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:07,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:09,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:11,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 14:12,-£35.00,Pre-NtO Discount,Stenner Lane (DidsburyEast),DidsburyEast,Affixed to vehicle,No Waiting At Any Time,£0.00,1
04/04/2021 14:12,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:12,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
04/04/2021 14:13,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:14,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 14:14,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
04/04/2021 14:15,-£35.00,Pre-NtO Discount,Stenner Lane (DidsburyEast),DidsburyEast,Affixed to vehicle,No Waiting At Any Time,£0.00,1
04/04/2021 14:16,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
04/04/2021 14:17,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
04/04/2021 14:18,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,Car Park,£50.00,86
04/04/2021 14:18,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:20,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
04/04/2021 14:20,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,Car Park,£50.00,86
04/04/2021 14:21,-£25.00,Pre-NtO Discount,Old Mill Street,Anc & Besw,Affixed to vehicle,Restricted Area,£0.00,24
04/04/2021 14:21,-£25.00,Pre-NtO Discount,Old Mill Street,Anc & Besw,Affixed to vehicle,Restricted Area,£0.00,24
04/04/2021 14:23,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
04/04/2021 14:23,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:24,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:24,-£25.00,Pre-NtO Discount,Old Mill Street,Anc & Besw,Affixed to vehicle,Restricted Area,£0.00,24
04/04/2021 14:25,£0.00,Pre-NtO Full Rate,Mayes Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,5
04/04/2021 14:25,£0.00,Pre-NtO Full Rate,Old Mill Street,Anc & Besw,Affixed to vehicle,Restricted Area,£25.00,24
04/04/2021 14:25,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,Car Park,£25.00,86
04/04/2021 14:26,-£60.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:27,£0.00,Pre-NtO Full Rate,Mayes Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,5
04/04/2021 14:28,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:28,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,Car Park,£25.00,86
04/04/2021 14:29,-£25.00,Pre-NtO Discount,Little Peter Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 14:31,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:32,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
04/04/2021 14:32,£0.00,Pre-NtO Full Rate,Old Mill Street,Anc & Besw,Affixed to vehicle,Restricted Area,£50.00,24
04/04/2021 14:33,-£25.00,Pre-NtO Discount,Old Mill Street,Anc & Besw,Affixed to vehicle,Restricted Area,£0.00,24
04/04/2021 14:34,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,Car Park,£50.00,86
04/04/2021 14:35,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
04/04/2021 14:36,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 14:36,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 14:37,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:39,£0.00,Pre-NtO Full Rate,Mayes Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
04/04/2021 14:39,-£25.00,Pre-NtO Discount,Newton Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 14:39,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1
04/04/2021 14:40,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:40,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:40,-£35.00,Pre-NtO Discount,Weybridge Road,Anc & Besw,Affixed to vehicle,Restricted Area,£0.00,1
04/04/2021 14:41,£0.00,Pre-NtO Full Rate,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:42,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1
04/04/2021 14:42,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:43,£0.00,Pre-NtO Full Rate,York Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
04/04/2021 14:44,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£70.00,1
04/04/2021 14:46,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:47,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 14:47,£0.00,Pre-NtO Full Rate,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:50,-£35.00,Pre-NtO Discount,Stenner Lane (DidsburyEast),DidsburyEast,Affixed to vehicle,No Waiting At Any Time,£0.00,1
04/04/2021 14:52,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:52,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:53,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1
04/04/2021 14:56,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1
04/04/2021 14:57,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:59,-£25.00,Pre-NtO Discount,Liverpool Road,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 14:59,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:59,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 14:59,-£25.00,Pre-NtO Discount,Nicholas Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 14:59,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£70.00,1
04/04/2021 15:02,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1
04/04/2021 15:02,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 15:04,-£25.00,Pre-NtO Discount,Hilton Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,24
04/04/2021 15:04,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£70.00,1
04/04/2021 15:06,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 15:07,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 15:09,£0.00,Pre-NtO Full Rate,St Margaret`s Car Park,(None),Affixed to vehicle,Car Park,£50.00,86
04/04/2021 15:11,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1
04/04/2021 15:11,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 15:11,£0.00,Pre-NtO Full Rate,St Margaret`s Car Park,(None),Affixed to vehicle,Car Park,£50.00,86
04/04/2021 15:13,-£25.00,Pre-NtO Discount,St Margaret`s Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
04/04/2021 15:13,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1
04/04/2021 15:14,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 15:15,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 15:16,-£35.00,Pre-NtO Discount,St Margaret`s Car Park,(None),Affixed to vehicle,Car Park,£0.00,87
04/04/2021 15:17,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1
04/04/2021 15:17,-£35.00,Pre-NtO Discount,St Margaret`s Car Park,(None),Affixed to vehicle,Car Park,£0.00,87
04/04/2021 15:18,-£25.00,Pre-NtO Discount,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
04/04/2021 15:19,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£0.00,1
04/04/2021 15:20,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 15:20,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 15:20,-£35.00,Pre-NtO Discount,St Margaret`s Car Park,(None),Affixed to vehicle,Car Park,£0.00,87
04/04/2021 15:20,-£70.00,Pre-NtO Full Rate,Edge Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,23
04/04/2021 15:21,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£60.00,34
04/04/2021 15:22,£0.00,Pre-NtO Full Rate,St Margaret`s Car Park,(None),Affixed to vehicle,Car Park,£70.00,87
04/04/2021 15:22,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 15:22,£0.00,Pre-NtO Full Rate,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
04/04/2021 15:23,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 15:24,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,No waiting at any time,£70.00,1
04/04/2021 15:24,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
04/04/2021 15:25,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
