Issued,Paid,Status,Location,Ward,Ticket Destination,Zone Name,Outstanding,Contravention,Contravention Description
12/03/2020  10:46: ,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:48: ,£0.00,Post NtO,Albyns Avenue,Cheetham,Postal-vehicle drive away,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  10:48: ,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:48: ,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:49: ,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:49: ,£0.00,Cancelled,Bloom Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  10:50: ,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:50: ,-£35.00,Pre-NtO Discount,Sidney Street,Hulme,Affixed to vehicle,Limited Waiting,£0.00,26,Vehicle parked more than 50 centimetres from the edge of the carriageway and not within a designated parking place. 
12/03/2020  10:52: ,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:53: ,£0.00,Post NtO,Cheetham Hill Road,Cheetham,Postal-vehicle drive away,Restricted Area,£70.00,23,Parked in a parking place or area not designated for that class of vehicle 
12/03/2020  10:53: ,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:54: ,£0.00,Pre-NtO Full Rate,Mitre Road,Longsight,Affixed to vehicle,Limited Waiting,£50.00,30,Parked for longer than permitted 
12/03/2020  10:54: ,-£25.00,Pre-NtO Discount,Chepstow Street North,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  10:55: ,-£35.00,Pre-NtO Discount,Salutation Street,Hulme,Affixed to vehicle,Residents Parking,£0.00,12,Parked in a residents' or shared use parking place without clearly displaying either a permit or voucher or pay and display ticket issued for that place 
12/03/2020  10:55: ,-£25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
12/03/2020  10:55: ,-£25.00,Pre-NtO Discount,Stevenson Square (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  10:55: ,£0.00,Pre-NtO Full Rate,Delaunays Road (Crumpsall),Crumpsall,Affixed to vehicle,Restricted Area,£70.00,12,Parked in a residents' or shared use parking place without clearly displaying either a permit or voucher or pay and display ticket issued for that place 
12/03/2020  10:56: ,£0.00,Pre-NtO Full Rate,Buxton Street,Piccadilly,Affixed to vehicle,Limited Waiting,£50.00,30,Parked for longer than permitted 
12/03/2020  10:56: ,-£25.00,Pre-NtO Discount,Port Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  10:56: ,-£35.00,Pre-NtO Discount,Lower Chatham Street (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  10:56: ,£0.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:56: ,£0.00,Pre-NtO Full Rate,Phoenix Street,City Centre,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  10:57: ,£0.00,Pre-NtO Full Rate,Hardman Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  10:57: ,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:57: ,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:58: ,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:58: ,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  10:59: ,-£35.00,Pre-NtO Discount,Cheetham Hill Road,Cheetham,Affixed to vehicle,Restricted Area,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
12/03/2020  10:59: ,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:00: ,-£35.00,Pre-NtO Discount,Clopton Walk,Hulme,Affixed to vehicle,Restricted Area,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:00: ,£0.00,Pre-NtO Full Rate,Sheffield Street Car Park,Piccadilly,Affixed to vehicle,Car Park,£50.00,86,Not parked correctly within the markings of a bay or space 
12/03/2020  11:00: ,£0.00,Pre-NtO Full Rate,Phoenix Street,City Centre,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  11:02: ,£0.00,Pre-NtO Full Rate,Thompson Street,Piccadilly,Affixed to vehicle,Limited Waiting,£50.00,30,Parked for longer than permitted 
12/03/2020  11:02: ,£0.00,Pre-NtO Full Rate,School Lane (North Carpark),DidsburyWest,Affixed to vehicle,Parking Place,£25.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
12/03/2020  11:03: ,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:03: ,-£25.00,Pre-NtO Discount,Sackville Street (City Centre : ZONEB),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  11:03: ,£0.00,Post NtO,Oxford Road (Hulme),Hulme,Postal-vehicle drive away,Bus stop clearway,£35.00,47,Stopped on a restricted bus stop or stand  
12/03/2020  11:04: ,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:04: ,-£35.00,Post NtO,Wilmslow Road (Withington),Withington,Postal-vehicle drive away,GV Loading Bay,£0.00,25,Parked in a loading place during restricted hours without loading 
12/03/2020  11:06: ,-£35.00,Pre-NtO Discount,Sheffield Street Car Park,Piccadilly,Affixed to vehicle,Car Park,£0.00,87,Parked in a disabled person's parking space without clearly displaying a valid disabled person's badge H
12/03/2020  11:06: ,£0.00,Pre-NtO Full Rate,North Road (Clay&Op),Clayt & Open,Affixed to vehicle,Restricted Area,£70.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
12/03/2020  11:07: ,-£35.00,Post NtO,Albyns Avenue,Cheetham,Postal-vehicle drive away,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:07: ,-£25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
12/03/2020  11:08: ,-£35.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Waiting,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:09: ,£0.00,Pre-NtO Full Rate,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting,£70.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:09: ,£0.00,Pre-NtO Full Rate,Simeon Street,Central,Affixed to vehicle,Restricted Area,£50.00,30,Parked for longer than permitted 
12/03/2020  11:09: ,-£25.00,Pre-NtO Discount,Bootle Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
12/03/2020  11:10: ,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:10: ,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:10: ,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:11: ,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:11: ,-£25.00,Pre-NtO Discount,Simeon Street,Central,Affixed to vehicle,Restricted Area,£0.00,30,Parked for longer than permitted 
12/03/2020  11:13: ,-£25.00,Pre-NtO Discount,Cambridge Street (City Centre),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  11:14: ,-£25.00,Pre-NtO Discount,Fountain Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
12/03/2020  11:14: ,-£35.00,Pre-NtO Discount,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:14: ,£0.00,Pre-NtO Full Rate,Simpson Street,Piccadilly,Affixed to vehicle,Residents Parking,£50.00,30,Parked for longer than permitted 
12/03/2020  11:15: ,-£35.00,Pre-NtO Discount,Waterloo Road,Cheetham,Handed To Driver,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:16: ,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:16: ,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:16: ,-£25.00,Pre-NtO Discount,Heyrod Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  11:17: ,-£35.00,Pre-NtO Discount,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:17: ,-£25.00,Pre-NtO Discount,Simpson Street,Piccadilly,Affixed to vehicle,Residents Parking,£0.00,30,Parked for longer than permitted 
12/03/2020  11:18: ,£0.00,Post NtO,Cheetham Hill Road,Cheetham,Postal-vehicle drive away,Restricted Area,£35.00,23,Parked in a parking place or area not designated for that class of vehicle 
12/03/2020  11:18: ,£0.00,Post NtO,Dickenson Road,Longsight,Postal-vehicle drive away,Restricted Area,£35.00,23,Parked in a parking place or area not designated for that class of vehicle 
12/03/2020  11:19: ,-£35.00,Pre-NtO Discount,Arnfield Road,Withington,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:19: ,£0.00,Cancelled,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
12/03/2020  11:19: ,-£35.00,Pre-NtO Discount,Oxford Place,Rusholme,Affixed to vehicle,Restricted Area,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
12/03/2020  11:19: ,-£35.00,Pre-NtO Discount,Whitechapel Street,DidsburyWest,Affixed to vehicle,No Waiting,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:19: ,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:21: ,-£25.00,Pre-NtO Discount,Harter Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
12/03/2020  11:22: ,-£35.00,Pre-NtO Discount,Hill Street,Old Moat,Affixed to vehicle,No Waiting At Any Time,£0.00,27,Parked adjacent to a dropped footway 
12/03/2020  11:22: ,-£35.00,Pre-NtO Discount,Hardman Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,25,Parked in a loading place during restricted hours without loading 
12/03/2020  11:22: ,-£35.00,Post NtO,Cheetham Hill Road,Cheetham,Postal-vehicle drive away,Restricted Area,£0.00,26,Vehicle parked more than 50 centimetres from the edge of the carriageway and not within a designated parking place. 
12/03/2020  11:24: ,-£35.00,Pre-NtO Discount,Belvoir Avenue,Levenshulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:25: ,£0.00,Pre-NtO Full Rate,Hardman Street,Deansgate,Affixed to vehicle,GV Loading Bay,£70.00,25,Parked in a loading place during restricted hours without loading 
12/03/2020  11:26: ,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:28: ,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:28: ,£0.00,Pre-NtO Full Rate,Dagenham Road,Rusholme,Affixed to vehicle,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:28: ,-£25.00,Pre-NtO Discount,Chester Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
12/03/2020  11:28: ,£0.00,Pre-NtO Full Rate,Harter Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  11:28: ,£0.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:29: ,£0.00,Cancelled,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
12/03/2020  11:29: ,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:29: ,-£25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
12/03/2020  11:30: ,£0.00,Pre-NtO Full Rate,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,Limited Waiting,£50.00,30,Parked for longer than permitted 
12/03/2020  11:31: ,-£25.00,Pre-NtO Discount,Richmond Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  11:33: ,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:33: ,£0.00,Pre-NtO Full Rate,Chester Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  11:33: ,£0.00,Post NtO,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,GV Loading Bay,£70.00,23,Parked in a parking place or area not designated for that class of vehicle 
12/03/2020  11:33: ,-£35.00,Pre-NtO Discount,Waterloo Road,Cheetham,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:33: ,-£25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,83,Parked in a car park without clearly displaying a valid pay & display ticket or voucher or parking clock
12/03/2020  11:34: ,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:34: ,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:35: ,£0.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:36: ,-£35.00,Pre-NtO Discount,ARTILLERY STREET,Southern Lap,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:37: ,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
12/03/2020  11:37: ,-£25.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5,Parked after the expiry of paid for time  
12/03/2020  11:37: ,-£35.00,Pre-NtO Discount,Cateaton Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
12/03/2020  11:37: ,£0.00,Pre-NtO Full Rate,Portland Street (Deansgate),Deansgate,Affixed to vehicle,Restricted Area,£50.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
12/03/2020  11:37: ,-£35.00,Pre-NtO Discount,Park Crescent,Rusholme,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
12/03/2020  11:37: ,-£70.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Waiting,£0.00,1,Parked in a restricted street during prescribed hours 
