Issued At,Paid,Location,Ward,Ticket Destination,Zone Name,OS Bal,Cont
01/04/2022 11:26,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:31,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:32,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:33,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:34,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:37,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:37,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:40,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:40,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:40,£0.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:41,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:41,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:43,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:43,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:44,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:47,£60.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:48,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:51,£0.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:52,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:52,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:52,£30.00,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:58,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:59,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:04,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:04,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:05,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:05,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:09,£30.00,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:10,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:11,£30.00,Rochdale Road (Lathbury Road to Queens Road),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Restricted Area,34
01/04/2022 12:12,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:13,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:17,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:19,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:20,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:22,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:26,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:27,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:27,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:28,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:28,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:28,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:29,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:31,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:31,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:32,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:34,£30.00,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:34,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:34,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:34,£0.00,Rochdale Road (Lathbury Road to Queens Road),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Restricted Area,34
01/04/2022 12:36,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:37,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:41,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:44,£0.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:48,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:49,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:50,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:51,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:53,£0.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:54,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:54,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:56,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:56,£0.00,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:56,£30.00,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:57,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:57,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:57,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 12:58,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:02,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:03,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:04,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:04,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:06,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:08,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:09,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:09,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:11,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:11,£0.00,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:12,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:13,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:13,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:14,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:14,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:14,£30.00,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:16,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:26,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:26,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:29,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:29,£0.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:32,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:32,£30.00,Rochdale Road (Livesey Street to Thompson Street),Harpurhey,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:32,£30.00,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:37,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:39,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:40,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:41,£30.00,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:43,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:43,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:44,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:44,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:44,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:46,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:47,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:47,£30.00,Rochdale Road (Lathbury Road to Queens Road),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Restricted Area,34
01/04/2022 13:48,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:50,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:51,£30.00,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:51,£0.00,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:55,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:55,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:56,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:57,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:57,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:58,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 13:58,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:02,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:04,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:04,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:08,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:10,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:11,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:15,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:16,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:16,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:19,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:20,£30.00,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:22,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:23,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:23,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:24,£60.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 14:26,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
